Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
550.00,2.00,2.00,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.00,3600000.00,Ready_to_move,New_Property,Builder_Floor,32000 
387.00,1.00,2.00,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.00,1700000.00,Ready_to_move,New_Property,Builder_Floor,32000 
450.00,2.00,1.00,Unfurnished,"Lalita Park, Laxmi Nagar",2.00,2500000.00,Ready_to_move,Resale,Apartment,32000 
900.00,4.00,2.00,Furnished,Laxmi Nagar,1.00,6600000.00,Ready_to_move,Resale,Builder_Floor,32000 
500.00,2.00,1.00,Semi-Furnished,Laxmi Nagar,1.00,3700000.00,Ready_to_move,Resale,Builder_Floor,32000 
441.00,2.00,1.00,Unfurnished,"Krishan Kunj, Laxmi Nagar",1.00,3500000.00,Ready_to_move,Resale,Apartment,32000 
800.00,3.00,2.00,Semi-Furnished,"Lalita Park, Laxmi Nagar",1.00,5400000.00,Ready_to_move,Resale,Builder_Floor,32000 
450.00,2.00,2.00,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1.00,2550000.00,Ready_to_move,New_Property,Builder_Floor,5666 
1000.00,3.00,3.00,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1.00,12500000.00,Ready_to_move,Resale,Builder_Floor,5666 
715.00,2.00,2.00,Unfurnished,Laxmi Nagar,1.00,5600000.00,Ready_to_move,Resale,Apartment,5666 
600.00,2.00,2.00,Unfurnished,Laxmi Nagar,1.00,7000000.00,Ready_to_move,Resale,Builder_Floor,11667 
540.00,2.00,1.00,Unfurnished,Laxmi Nagar,1.00,3500000.00,Ready_to_move,Resale,Builder_Floor,11667 
312.00,4.00,4.00,Furnished,"Bank Enclave, Laxmi Nagar",1.00,35000000.00,Ready_to_move,Resale,Apartment,112179 
810.00,3.00,2.00,Semi-Furnished,Laxmi Nagar,1.00,9000000.00,Ready_to_move,Resale,Builder_Floor,11111 
270.00,1.00,1.00,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1.00,2300000.00,Ready_to_move,Resale,Builder_Floor,11111 
900.00,3.00,2.00,Semi-Furnished,Laxmi Nagar,1.00,6000000.00,Ready_to_move,Resale,Builder_Floor,11111 
1000.00,3.00,2.00,Unfurnished,Laxmi Nagar,1.00,6000000.00,Ready_to_move,Resale,Apartment,11111 
540.00,2.00,2.00,Semi-Furnished,Uttam Nagar,1.00,2650000.00,Ready_to_move,New_Property,Builder_Floor,
950.00,3.00,2.00,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.00,4370000.00,Ready_to_move,New_Property,Apartment,4600 
1000.00,3.00,2.00,Unfurnished,"Virat Residency, Dwarka Mor",1.00,4620000.00,Ready_to_move,New_Property,Apartment,4620 
540.00,2.00,2.00,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.00,3000000.00,Ready_to_move,New_Property,Apartment,5000 
540.00,2.00,2.00,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.00,3300000.00,Ready_to_move,New_Property,Apartment,6111 
1000.00,3.00,2.00,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.00,5510000.00,Almost_ready,New_Property,Builder_Floor,6111 
500.00,2.00,2.00,Semi-Furnished,Dwarka Mor,1.00,3200000.00,Ready_to_move,New_Property,Builder_Floor,6111 
540.00,2.00,2.00,Semi-Furnished,Uttam Nagar West,1.00,2600000.00,Ready_to_move,New_Property,Builder_Floor,6111 
780.00,3.00,2.00,Semi-Furnished,Uttam Nagar,1.00,4000000.00,Ready_to_move,New_Property,Builder_Floor,6111 
450.00,2.00,1.00,Semi-Furnished,Uttam Nagar West,1.00,1850000.00,Ready_to_move,New_Property,Builder_Floor,6111 
360.00,1.00,1.00,Semi-Furnished,Uttam Nagar,1.00,1700000.00,Ready_to_move,New_Property,Builder_Floor,6111 
900.00,3.00,2.00,Semi-Furnished,"SB Residency, Dwarka Mor",1.00,2800000.00,Ready_to_move,New_Property,Builder_Floor,6111 
495.00,2.00,2.00,Semi-Furnished,Uttam Nagar West,1.00,2150000.00,Ready_to_move,New_Property,Builder_Floor,6111 
1200.00,4.00,3.00,Semi-Furnished,"SB Residency, Dwarka Mor",1.00,6800000.00,Ready_to_move,New_Property,Builder_Floor,6111 
1000.00,3.00,2.00,Semi-Furnished,Uttam Nagar,1.00,6200000.00,Ready_to_move,New_Property,Builder_Floor,6111 
620.00,2.00,2.00,Semi-Furnished,Uttam Nagar,1.00,3100000.00,Ready_to_move,New_Property,Builder_Floor,6111 
680.00,3.00,2.00,Semi-Furnished,Dwarka Mor,1.00,3400000.00,Ready_to_move,New_Property,Builder_Floor,6111 
805.00,2.00,2.00,Unfurnished,"Kiran Garden, Uttam Nagar",1.00,4000000.00,Ready_to_move,Resale,Builder_Floor,6111 
729.00,2.00,2.00,Semi-Furnished,"Mohan Garden, Razapur Khurd",1.00,4800000.00,Ready_to_move,Resale,Builder_Floor,6584 
540.00,2.00,2.00,Semi-Furnished,Uttam Nagar,1.00,2500000.00,Ready_to_move,New_Property,Builder_Floor,6584 
360.00,1.00,1.00,Semi-Furnished,Uttam Nagar,1.00,2000000.00,Ready_to_move,New_Property,Builder_Floor,6584 
550.00,2.00,2.00,Semi-Furnished,Uttam Nagar West,1.00,1900000.00,Ready_to_move,New_Property,Builder_Floor,6584 
1001.00,3.00,2.00,Furnished,"Mitya Homes, Dwarka Mor",1.00,5800000.00,Ready_to_move,New_Property,Builder_Floor,5794 
450.00,2.00,2.00,Unfurnished,Dwarka Mor,1.00,2900000.00,Ready_to_move,Resale,Builder_Floor,5794 
550.00,2.00,1.00,Semi-Furnished,Uttam Nagar West,1.00,2000000.00,Ready_to_move,New_Property,Builder_Floor,5794 
550.00,2.00,2.00,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1.00,2600000.00,Ready_to_move,New_Property,Builder_Floor,5794 
675.00,2.00,1.00,Unfurnished,Uttam Nagar,1.00,2900000.00,Ready_to_move,Resale,Builder_Floor,5794 
585.00,2.00,2.00,Unfurnished,Uttam Nagar,1.00,3200000.00,Ready_to_move,Resale,Builder_Floor,5794 
810.00,3.00,2.00,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1.00,5400000.00,Ready_to_move,Resale,Builder_Floor,5794 
765.00,3.00,2.00,Semi-Furnished,Dwarka Mor,1.00,3800000.00,Ready_to_move,Resale,Builder_Floor,5794 
4688.00,5.00,4.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,135000000.00,Almost_ready,New_Property,Apartment,28797 
3901.00,4.00,4.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,93000000.00,Almost_ready,New_Property,Apartment,23840 
70.00,2.00,3.00,Furnished,"Patel Nagar South, Patel Nagar",1.00,8200000.00,Ready_to_move,New_Property,Builder_Floor,23840 
800.00,3.00,2.00,Unfurnished,Patel Nagar West,1.00,8000000.00,Ready_to_move,Resale,Builder_Floor,23840 
900.00,3.00,2.00,Semi-Furnished,Patel Nagar West,1.00,9500000.00,Ready_to_move,Resale,Builder_Floor,23840 
1680.00,4.00,5.00,Semi-Furnished,Patel Nagar West,1.00,20000000.00,Ready_to_move,Resale,Builder_Floor,23840 
900.00,2.00,2.00,Furnished,Patel Nagar West,3.00,7400000.00,Ready_to_move,Resale,Builder_Floor,23840 
2000.00,3.00,3.00,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.00,37500000.00,Ready_to_move,Resale,Apartment,23840 
2000.00,4.00,4.00,Semi-Furnished,Patel Nagar West,3.00,15000000.00,Ready_to_move,Resale,Builder_Floor,7500 
1900.00,3.00,3.00,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1.00,55300000.00,Almost_ready,New_Property,Apartment,7500 
1530.00,3.00,3.00,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.00,26500000.00,Ready_to_move,Resale,Builder_Floor,7500 
100.00,3.00,2.00,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.00,16000000.00,Ready_to_move,Resale,Apartment,160000 
900.00,3.00,2.00,Furnished,Patel Nagar West,2.00,10400000.00,Ready_to_move,Resale,Builder_Floor,11556 
270.00,1.00,1.00,Unfurnished,Patel Nagar West,2.00,1700000.00,Ready_to_move,Resale,Builder_Floor,11556 
950.00,2.00,2.00,Semi-Furnished,Patel Nagar West,2.00,8000000.00,Ready_to_move,Resale,Builder_Floor,8421 
1800.00,3.00,3.00,Semi-Furnished,"Patel Nagar East, Patel Nagar",2.00,27000000.00,Ready_to_move,Resale,Builder_Floor,8421 
1500.00,3.00,3.00,Semi-Furnished,Patel Nagar West,2.00,19500000.00,Ready_to_move,Resale,Builder_Floor,8421 
1800.00,3.00,3.00,Furnished,"Patel Nagar East, Patel Nagar",3.00,50000000.00,Ready_to_move,Resale,Apartment,27778 
1800.00,3.00,3.00,Unfurnished,Patel Nagar West,3.00,21100000.00,Ready_to_move,Resale,Builder_Floor,11722 
2306.00,3.00,3.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,57000000.00,Almost_ready,New_Property,Apartment,24718 
850.00,2.00,3.00,Semi-Furnished,Patel Nagar West,1.00,5900000.00,Ready_to_move,Resale,Builder_Floor,24718 
140.00,3.00,2.00,Unfurnished,"Punjabi Basti, Patel Nagar",1.00,12000000.00,Ready_to_move,New_Property,Builder_Floor,85714 
900.00,3.00,2.00,Unfurnished,Patel Nagar West,1.00,12000000.00,Ready_to_move,Resale,Builder_Floor,13333 
1800.00,3.00,3.00,Unfurnished,Patel Nagar West,1.00,24000000.00,Ready_to_move,Resale,Apartment,13333 
200.00,1.00,1.00,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.00,7000000.00,Ready_to_move,Resale,Apartment,13333 
1782.00,3.00,3.00,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.00,15000000.00,Ready_to_move,Resale,Apartment,8418 
900.00,2.00,2.00,Furnished,"Baljit Nagar, Patel Nagar",1.00,1500000.00,Ready_to_move,Resale,Builder_Floor,1667 
405.00,2.00,1.00,Semi-Furnished,Patel Nagar West,1.00,3950000.00,Ready_to_move,Resale,Apartment,1667 
1500.00,3.00,3.00,Unfurnished,Patel Nagar West,1.00,12500000.00,Ready_to_move,Resale,Builder_Floor,8333 
66.00,3.00,1.00,Unfurnished,"Baljit Nagar, Patel Nagar",1.00,1600000.00,Ready_to_move,New_Property,Apartment,24242 
2000.00,4.00,4.00,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2.00,36500000.00,Ready_to_move,Resale,Apartment,
1200.00,3.00,2.00,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served",1.00,20000000.00,Ready_to_move,Resale,Apartment,
1100.00,2.00,2.00,Semi-Furnished,Vasant Kunj,1.00,15000000.00,Ready_to_move,Resale,Apartment,
1400.00,3.00,2.00,Semi-Furnished,Vasant Kunj,2.00,25000000.00,Ready_to_move,New_Property,Apartment,
1600.00,3.00,2.00,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",2.00,18500000.00,Ready_to_move,Resale,Apartment,
1600.00,4.00,3.00,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",2.00,23500000.00,Ready_to_move,Resale,Apartment,
600.00,1.00,1.00,Semi-Furnished,Vasant Kunj,1.00,8000000.00,Ready_to_move,New_Property,Apartment,
1600.00,3.00,2.00,Unfurnished,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",1.00,23000000.00,Ready_to_move,Resale,Apartment,
2000.00,3.00,3.00,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.00,31000000.00,Ready_to_move,Resale,Apartment,15500 
650.00,1.00,2.00,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1.00,7400000.00,Ready_to_move,Resale,Apartment,15500 
1100.00,2.00,2.00,Unfurnished,Vasant Kunj,1.00,15500000.00,Ready_to_move,Resale,Apartment,15500 
1075.00,2.00,2.00,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",2.00,12000000.00,Ready_to_move,New_Property,Apartment,15500 
1450.00,3.00,2.00,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",2.00,23500000.00,Ready_to_move,Resale,Apartment,15500 
1200.00,3.00,2.00,Semi-Furnished,Vasant Kunj Sector A,2.00,25000000.00,Ready_to_move,Resale,Apartment,20833 
600.00,1.00,2.00,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",2.00,7000000.00,Ready_to_move,New_Property,Apartment,20833 
1000.00,2.00,2.00,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.00,17500000.00,Ready_to_move,Resale,Apartment,20833 
1600.00,3.00,2.00,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.00,25000000.00,Ready_to_move,Resale,Apartment,20833 
1750.00,4.00,4.00,Unfurnished,Vasant Kunj Sector C,1.00,29000000.00,Ready_to_move,New_Property,Apartment,20833 
1300.00,3.00,3.00,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1.00,21900000.00,Ready_to_move,Resale,Apartment,20833 
550.00,1.00,2.00,Furnished,Vasant Kunj Sector D,1.00,7500000.00,Ready_to_move,Resale,Apartment,20833 
2200.00,4.00,3.00,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",2.00,23500000.00,Ready_to_move,Resale,Apartment,10681 
1100.00,2.00,2.00,Semi-Furnished,Vasant Kunj Sector C,2.00,24000000.00,Ready_to_move,Resale,Apartment,21818 
1700.00,3.00,2.00,Semi-Furnished,Vasant Kunj,2.00,31000000.00,Ready_to_move,Resale,Builder_Floor,21818 
1100.00,2.00,2.00,Semi-Furnished,Vasant Kunj,3.00,16500000.00,Ready_to_move,Resale,Apartment,21818 
1000.00,2.00,2.00,Furnished,"Kishangarh, Vasant Kunj",1.00,5000000.00,Ready_to_move,Resale,Builder_Floor,21818 
1350.00,3.00,2.00,Furnished,"DDA Pocket 1, Vasant Kunj Sector D",1.00,24000000.00,Ready_to_move,New_Property,Apartment,21818 
1184.00,2.00,2.00,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.00,17000000.00,Ready_to_move,Resale,Apartment,14358 
2000.00,4.00,2.00,Furnished,Vasant Kunj Sector B,1.00,40000000.00,Ready_to_move,New_Property,Apartment,14358 
3500.00,4.00,4.00,Semi-Furnished,Vasant Kunj,5.00,22500000.00,Ready_to_move,New_Property,Builder_Floor,14358 
900.00,3.00,3.00,Furnished,Vasant Kunj,2.00,20000000.00,Ready_to_move,Resale,Builder_Floor,14358 
4688.00,5.00,4.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,135000000.00,Almost_ready,New_Property,Apartment,28797 
750.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,5000000.00,Ready_to_move,New_Property,Apartment,6667 
3901.00,4.00,4.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,93000000.00,Almost_ready,New_Property,Apartment,23840 
950.00,3.00,2.00,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.00,4370000.00,Ready_to_move,New_Property,Apartment,4600 
1000.00,3.00,2.00,Unfurnished,"Virat Residency, Dwarka Mor",1.00,4620000.00,Ready_to_move,New_Property,Apartment,4620 
850.00,2.00,1.00,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1.00,1900000.00,Ready_to_move,New_Property,Apartment,2235 
2400.00,4.00,4.00,Semi-Furnished,"Find Homes, Greater Kailash 2",1.00,70000000.00,Ready_to_move,New_Property,Apartment,2235 
1350.00,3.00,2.00,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.00,5130000.00,Ready_to_move,New_Property,Apartment,3800 
540.00,2.00,2.00,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.00,3000000.00,Ready_to_move,New_Property,Apartment,5000 
1387.00,4.00,4.00,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.00,5890000.00,Ready_to_move,New_Property,Apartment,4247 
540.00,2.00,2.00,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.00,3300000.00,Ready_to_move,New_Property,Apartment,6111 
976.00,2.00,2.00,Furnished,"Godrej South Estate, Okhla",1.00,24900000.00,Ready_to_move,New_Property,Apartment,25512 
1050.00,3.00,2.00,Unfurnished,"The Elite Spire, Dwarka Sector 21",1.00,3700000.00,Ready_to_move,New_Property,Apartment,3524 
2700.00,4.00,3.00,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1.00,60000000.00,Ready_to_move,New_Property,Builder_Floor,22222 
1500.00,3.00,2.00,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.00,17400000.00,Ready_to_move,Resale,Apartment,22222 
2900.00,5.00,5.00,Furnished,Janakpuri Block A3,1.00,51000000.00,Almost_ready,New_Property,Builder_Floor,22222 
5025.00,5.00,6.00,Unfurnished,Greater Kailash 2,4.00,170000000.00,Almost_ready,New_Property,Builder_Floor,22222 
1000.00,3.00,2.00,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.00,5510000.00,Almost_ready,New_Property,Builder_Floor,22222 
1135.00,3.00,3.00,Furnished,"The Amaryllis, Karol Bagh",2.00,25000000.00,Almost_ready,Resale,Apartment,22222 
2306.00,3.00,3.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,57000000.00,Almost_ready,New_Property,Apartment,24718 
850.00,2.00,2.00,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.00,2940000.00,Almost_ready,New_Property,Apartment,24718 
1200.00,3.00,3.00,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.00,15500000.00,Ready_to_move,Resale,Apartment,24718 
1700.00,3.00,2.00,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.00,17200000.00,Ready_to_move,Resale,Apartment,24718 
1800.00,4.00,3.00,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2.00,55000000.00,Ready_to_move,Resale,Builder_Floor,30556 
1100.00,2.00,2.00,Semi-Furnished,Vasant Kunj,1.00,15000000.00,Ready_to_move,Resale,Apartment,30556 
22050.00,4.00,4.00,Semi-Furnished,Greater Kailash 1,2.00,51000000.00,Almost_ready,New_Property,Builder_Floor,30556 
1550.00,4.00,3.00,Semi-Furnished,Rohini Sector 24,1.00,13000000.00,Ready_to_move,New_Property,Builder_Floor,30556 
1600.00,3.00,3.00,Semi-Furnished,Greater Kailash 1,1.00,30000000.00,Ready_to_move,New_Property,Builder_Floor,18750 
700.00,2.00,2.00,Semi-Furnished,"Khanpur, Madangir",1.00,2400000.00,Ready_to_move,New_Property,Builder_Floor,18750 
45.00,4.00,3.00,Unfurnished,"Batla House, Okhla",1.00,5500000.00,Ready_to_move,New_Property,Builder_Floor,18750 
450.00,2.00,2.00,,"Gandhi Nagar, Shahdara",,2900000.00,Ready_to_move,Resale,,58000 
540.00,5.00,2.00,,"Gandhi Nagar, Shahdara",,17000000.00,Ready_to_move,Resale,,58000 
1350.00,3.00,3.00,,"Gandhi Nagar, Shahdara",,25000000.00,Ready_to_move,Resale,,18519 
2250.00,3.00,2.00,,"Gandhi Nagar, Shahdara",,10000000.00,Ready_to_move,Resale,,4444 
1250.00,2.00,1.00,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",,7500000.00,Ready_to_move,Resale,Apartment,4444 
504.00,3.00,1.00,Semi-Furnished,"Seelampur, Shahdara",,3600000.00,Ready_to_move,Resale,Apartment,7143 
65.00,3.00,2.00,Semi-Furnished,"Shanti Mohalla, Shahdara",,35000000.00,Ready_to_move,New_Property,Apartment,7143 
450.00,2.00,1.00,Unfurnished,"Seelampur, Shahdara",,6000000.00,Ready_to_move,Resale,Apartment,13333 
1800.00,4.00,2.00,Furnished,"Rajgarh Colony, Shahdara",,17500000.00,Ready_to_move,Resale,Builder_Floor,9722 
1800.00,4.00,3.00,Furnished,"Kanti Nagar East, Shahdara",,35000000.00,Ready_to_move,Resale,Builder_Floor,19444 
1530.00,5.00,2.00,Furnished,"Raghubarpura, Shahdara",,10200000.00,Ready_to_move,Resale,Builder_Floor,6667 
1750.00,4.00,4.00,Unfurnished,Vasant Kunj Sector C,1.00,29000000.00,Ready_to_move,New_Property,Apartment,6667 
2210.00,4.00,3.00,Semi-Furnished,"Sukhdev Vihar, Okhla",1.00,41000000.00,Ready_to_move,Resale,Builder_Floor,6667 
760.00,3.00,2.00,Furnished,Geeta Colony,1.00,6000000.00,Ready_to_move,Resale,Builder_Floor,6667 
400.00,2.00,1.00,Furnished,Krishna Nagar Block A,1.00,2500000.00,Ready_to_move,New_Property,Apartment,6667 
380.00,1.00,1.00,Unfurnished,Geeta Colony,1.00,2200000.00,Ready_to_move,Resale,Builder_Floor,6667 
904.17,2.00,2.00,Furnished,"Taj Enclave, Khairatabad",1.00,21500000.00,Ready_to_move,New_Property,Apartment,6667 
900.00,4.00,1.00,Furnished,"Shastri Park, Shahdara",1.00,15000000.00,Ready_to_move,Resale,Apartment,6667 
810.00,5.00,6.00,Furnished,Geeta Colony,1.00,28900000.00,Ready_to_move,Resale,Apartment,6667 
100.00,3.00,2.00,Unfurnished,Geeta Colony,1.00,5500000.00,Ready_to_move,Resale,Builder_Floor,6667 
50.00,2.00,1.00,Semi-Furnished,"Shastri Park, Shahdara",1.00,1950000.00,Ready_to_move,New_Property,Apartment,6667 
58.00,2.00,1.00,Unfurnished,Geeta Colony,1.00,3800000.00,Ready_to_move,Resale,Apartment,6667 
900.00,2.00,1.00,Semi-Furnished,"Sitaram Bazar, Chandni Chowk",1.00,6200000.00,Ready_to_move,New_Property,Builder_Floor,6667 
1650.00,4.00,3.00,Furnished,Shahdara,1.00,14000000.00,Almost_ready,New_Property,Apartment,6667 
1000.00,2.00,2.00,Unfurnished,Laxmi Nagar,1.00,7500000.00,Ready_to_move,Resale,Apartment,6667 
852.00,2.00,2.00,Unfurnished,Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By,1.00,2670000.00,Ready_to_move,Resale,Apartment,6667 
700.00,2.00,2.00,Semi-Furnished,Shahdara,1.00,2500000.00,Ready_to_move,Resale,Apartment,6667 
990.00,3.00,2.00,Unfurnished,Laxmi Nagar,1.00,4000000.00,Ready_to_move,Resale,Apartment,4040 
450.00,2.00,1.00,Semi-Furnished,Laxmi Nagar,1.00,3500000.00,Ready_to_move,Resale,Builder_Floor,7778 
1000.00,2.00,2.00,Unfurnished,Laxmi Nagar,1.00,5000000.00,Ready_to_move,New_Property,Apartment,5000 
1700.00,4.00,3.00,Semi-Furnished,Saket,2.00,29500000.00,Ready_to_move,Resale,Builder_Floor,21071 
1350.00,3.00,2.00,Unfurnished,"Anupam Enclave, Saket",1.00,19000000.00,Ready_to_move,Resale,Builder_Floor,14074 
2100.00,4.00,3.00,Furnished,Saket,1.00,25500000.00,Ready_to_move,Resale,Apartment,14074 
2600.00,4.00,4.00,Semi-Furnished,Saket,3.00,75000000.00,Ready_to_move,New_Property,Builder_Floor,28846 
3000.00,4.00,5.00,Semi-Furnished,Saket,4.00,75000000.00,Ready_to_move,New_Property,Builder_Floor,28846 
1450.00,3.00,3.00,Semi-Furnished,"RWA Flats, Saket",1.00,34000000.00,Almost_ready,New_Property,Builder_Floor,28846 
2050.00,4.00,4.00,Semi-Furnished,Saket,1.00,47500000.00,Ready_to_move,New_Property,Builder_Floor,28846 
3000.00,4.00,5.00,Semi-Furnished,"Metrotech Builder Floors, Saket",3.00,75000000.00,Ready_to_move,New_Property,Builder_Floor,28846 
1800.00,3.00,3.00,Semi-Furnished,"Saket Court Residential Complex, Saket",2.00,23000000.00,Ready_to_move,Resale,Apartment,28846 
900.00,3.00,2.00,Semi-Furnished,"Press Enclave Society, Saket",1.00,24000000.00,Ready_to_move,Resale,Apartment,28846 
1500.00,3.00,2.00,Semi-Furnished,"RWA Flats, Saket",2.00,21500000.00,Ready_to_move,Resale,Apartment,28846 
1500.00,3.00,2.00,Semi-Furnished,Saket,1.00,28500000.00,Ready_to_move,New_Property,Builder_Floor,28846 
1800.00,4.00,4.00,Semi-Furnished,"Project Paryavaran Complex, Saket",1.00,12500000.00,Ready_to_move,Resale,Builder_Floor,6944 
1674.00,3.00,3.00,Unfurnished,Saket,1.00,45000000.00,Ready_to_move,Resale,Builder_Floor,6944 
2025.00,4.00,3.00,Furnished,Saket,2.00,30500000.00,Ready_to_move,Resale,Builder_Floor,6944 
1300.00,3.00,3.00,Semi-Furnished,Saket,3.00,22500000.00,Ready_to_move,Resale,Builder_Floor,6944 
990.00,3.00,3.00,Furnished,"Press Enclave Society, Saket",1.00,28000000.00,Ready_to_move,Resale,Apartment,6944 
2100.00,3.00,4.00,Semi-Furnished,Saket,2.00,25000000.00,Ready_to_move,Resale,Builder_Floor,14705 
2250.00,4.00,4.00,Semi-Furnished,Saket,2.00,33700000.00,Ready_to_move,Resale,Builder_Floor,14705 
1500.00,3.00,3.00,Semi-Furnished,Saket,1.00,27000000.00,Ready_to_move,Resale,Builder_Floor,18000 
2700.00,4.00,4.00,Semi-Furnished,Saket,2.00,43500000.00,Ready_to_move,New_Property,Builder_Floor,18000 
1700.00,3.00,3.00,Semi-Furnished,"RWA Flats, Saket",2.00,29000000.00,Ready_to_move,New_Property,Builder_Floor,18000 
